name,team,position,expected_goals_conceded_1,expected_goals_conceded_2,expected_goals_conceded_3,expected_goals_conceded_4,expected_goals_conceded_5,expected_goals_conceded_6,expected_goals_conceded_7,expected_goals_conceded_8,expected_goals_conceded_9,expected_goals_conceded_10,expected_goals_conceded_11
Weston McKennie,,,,,,,,,,,,,
Wilfried Gnonto,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8637,4.1993,1.9319,1.3931
Willian Borges da Silva,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5776,0.2617,0.7941,1.5316
Wout Faes,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4004,1.902,2.1245,1.7318
Wout Weghorst,,,,,,,,,,,,,
Yago de Santiago Alonso,,,,,,,,,,,,,
Yasin Ayari,,,,,,,,,,,,,
Yegor Yarmolyuk,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Zack Steffen,13.0,GK,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Robertson,,,,,,,,,,,,,
Alex Smithies,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Isak,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925
Alexandre Moreno Lopera,,,,,,,,,,,,,2.3318
Alfie Gilchrist,,,,,,,,,,,,,
Amadou Onana,,,0.0,0.0,0.0,0.0,0.0,0.0,2.2967,0.7136,2.0391,0.0,1.2443
Amario Cozier-Duberry,,,,,,,,,,0.0,0.0,0.0,0.0
Andrew Moran,,,,,,,0.0,0.0,0.0,0.0,0.0,0.8229,0.0
Andrey Nascimento dos Santos,,,,,,,,,,,,,
AndrÃ© Ayew,,,,,,,,,,,,,
Andy Lonergan,,,,,,,,,,,,,
Antoine Semenyo,,,,,,,,,,,,,
Antony Matheus dos Santos,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1971,0.5379,0.0,0.5196
Arnaut Danjuma,,,,,,,,,,,,,
Arthur Henrique Ramos de Oliveira Melo,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aymeric Laporte,13.0,DEF,0.0,0.0,,0.0,0.0,0.0,1.2862,0.0,0.0,0.0,0.0
Bashir Humphreys,,,,,,,,,,0.0,0.0,0.0,0.0
Ben Doak,,,,,,,,,0.0,0.1379,0.0,0.0,0.815
Ben Greenwood,,,,,,,,,,,,,
Ben Knight,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BenoÃ®t Badiashile,,,,,,,,,,,,0.0,0.576
Bernardo Veiga de Carvalho e Silva,13.0,MID,0.0,0.0,,0.0,0.0,0.0,1.2862,0.0,0.0857,0.2918,1.7499
Bobby Clark,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubacar TraorÃ©,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8082,0.0,0.0,0.0,0.0
Cameron Peupion,,,,,,,,,,,,,
Cameron Plain,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Alcaraz,,,,,,,,,,,,,0.6793
Carlos Henrique Casimiro,,,0.0,0.0,0.0,0.0,0.0,0.0,1.3139,0.7173,0.6749,0.4937,0.6487
Carlos VinÃ­cius Alves Morais,,,0.0,0.0,0.0,0.0,0.0,0.0,2.5776,0.136,0.0,0.0,0.0
Charlie Robinson,,,,,,,,,,,,,
Cheikhou KouyatÃ©,,,0.0,0.0,0.0,0.0,0.0,0.0,0.9694,0.0,0.0,0.0,0.0
Christian Saydee,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio Gomes,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Gakpo,,,,,,,,,,,,0.0,2.238
Cole Palmer,13.0,MID,0.0,0.0,,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0
Dale Taylor,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Dango Ouattara,,,,,,,,,,,,,
Daniel Adu-Adjei,,,,,,,,,,,,,0.0
Daniel Bentley,,,,,,,,,,,,,
Danilo dos Santos de Oliveira,,,,,,,,,,,,,
David Datro Fofana,,,,,,,,,,,,0.0,0.0
David Ozoh,,,,,,,,,,,0.0,0.0,0.0
Denis Zakaria,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3742,0.7027,2.0817,0.0
Dexter Lembikisa,,,,,,,,,0.3323,0.0,0.0,0.0,0.0
Diego Da Silva Costa,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7338,1.1337,0.1341,0.0
Diogo Pinheiro Monteiro,,,,,,,,,,,,,
Divin Mubama,,,,,,,,,,0.0,0.0,0.0,0.0
Dominic Ballard,,,,,,,,,,,,,
Dominic Sadi,,,,,,,,,,,,,0.0
Duje Caleta-Car,,,0.0,0.0,0.0,0.0,0.0,0.0,1.6693,0.0,0.0,0.1701,1.4069
Ed Turns,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ederson Santana de Moraes,13.0,GK,0.0,0.0,,0.0,0.0,0.0,1.2862,0.5856,0.0857,0.4098,1.7499
Eldin Jakupovic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellis Simms,,,,,,,,,,,,0.0537,0.0
Emmanuel Dennis,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0993,0.0,0.0,0.0
Enzo FernÃ¡ndez,,,,,,,,,,,,,
Erling Haaland,13.0,FWD,0.0,0.0,,0.0,0.0,0.0,1.2862,0.5856,0.0857,0.4098,1.7499
Ethan Nwaneri,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Wady,,,,,,,,,,,,,
Euan Pollock,,,,,,,,,,,,,
Evan Ferguson,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747,0.4886,0.8949
Facundo Buonanotte,,,,,,,,,,,,0.0,0.0
Felipe Augusto de Almeida Monteiro,,,,,,,,,,,,,
Filip Marschall,,,,,,,,,,0.0,0.0,0.0,0.0
Garang Kuol,,,,,,,,,,,,0.0,0.0
George Abbott,,,,,,,,,,,,,
George Shelvey,,,,,,,,,,,,,
George Wickens,,,,,,,,,,,,,
Georginio Rutter,,,,,,,,,,,,,
GonÃ§alo Manuel Ganchinho Guedes,,,0.0,0.0,0.0,0.0,0.0,0.0,1.8082,0.6847,0.0,0.0,0.0
Gustavo Henrique Furtado Scarpa,,,,,,,,,,,,0.1273,1.0175
Hamed TraorÃ¨,,,,,,,,,,,,,
Harry Souttar,,,,,,,,,,,,,
Harvey Davies,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Griffiths,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Vale,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idrissa Gueye,,,0.0,0.0,0.0,0.0,0.0,0.0,2.5055,0.4818,0.9406,1.8689,1.2443
Ilkay GÃ¼ndogan,13.0,MID,0.0,0.0,,0.0,0.0,0.0,1.2862,0.5856,0.0,0.4098,0.0
Illia Zabarnyi,,,,,,,,,,,,,
Imari Samuels,,,,,,,,,,,,,
Isaac Price,,,,,,,,,,,0.0,0.3289,0.0
IshÃ© Samuels-Smith,,,,,,,,,,,,,
Jack Grealish,13.0,MID,0.0,0.0,,0.0,0.0,0.0,0.0,0.1884,0.0857,0.118,1.0933
Jack Hinshelwood,,,,,,,,,,,0.0,0.0,0.0
Jack Wells-Morrison,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Kiwior,,,,,,,,,,,,,
James Bree,,,,,,,,,,,,,
James Furlong,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James McAtee,13.0,MID,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Wright,,,,,,,,,,,,,
Jeremiah Chilokoa-Mullen,,,,,,,,,,,,,
Jhon DurÃ¡n,,,,,,,,,,,,,
Jimmy Morgan,,,,,,,,,,0.0,0.0,0.0,0.0
Joe Wormleighton,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Robles,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Stones,13.0,DEF,0.0,0.0,,0.0,0.0,0.0,1.2862,0.5856,0.0857,0.4098,0.0
John-Kymani Gordon,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Smith,,,,,,,,,,0.0,0.0,0.0,0.0
Joseph Anang,,,,,,,,,,,,,
Joseph Whitworth,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Wilson-Esbrand,13.0,DEF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JoÃ£o Cancelo,13.0,DEF,0.0,0.0,,0.0,0.0,0.0,0.404,0.3973,0.0,0.2369,1.7499
JoÃ£o FÃ©lix Sequeira,,,,,,,,,,,,0.0,0.0
JoÃ£o Victor Gomes da Silva,,,,,,,,,,,,,
Juan Larios LÃ³pez,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JuliÃ¡n Ãlvarez,13.0,FWD,0.0,0.0,,0.0,0.0,0.0,0.8822,0.0,0.0,0.0,0.0
Kadan Young,,,,,,,,,,0.0,0.0,0.0,0.0
Kaden Rodney,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaelan Casey,,,,,,,,,,,,,
Kalvin Phillips,13.0,MID,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0394,0.0
Kamaldeen Sulemana,,,,,,,,,,,,,
Kamari Doyle,,,,,,,,,,,,,
Karl Hein,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasey McAteer,,,,,,,,,,,,0.0,0.0
Kevin De Bruyne,13.0,MID,0.0,0.0,,0.0,0.0,0.0,1.2862,0.5856,0.0857,0.4098,1.7499
Kevin Schade,,,,,,,,,,,,,0.0202
Keylor Navas,,,,,,,,,,,,,
Killian Phillips,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobbie Mainoo,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kofi Balmer,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristian Sekularac,,,,,,,,,0.0,0.0,0.0,0.0,0.0
KrisztiÃ¡n Hegyi,,,,,,,,,,,,,
Kyle John,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Walker,13.0,DEF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2369,1.7499
Lamare Bogarde,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Layvin Kurzawa,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1277
Lewis Hall,,,,,,,,0.0,1.029,0.0,0.0,0.6308,0.4655
Lewis Miley,,,,,,,,,,,,,
Lewis Payne,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam Delap,13.0,FWD,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lino Sousa,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loris Karius,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LoÃ¯c BadÃ©,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Tolentino Coelho de Lima,,,0.0,0.0,0.0,0.0,0.0,0.0,1.776,2.1036,1.6274,1.024,0.8366
Luke Mbete-Tabu,13.0,DEF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Akanji,,,0.0,0.0,,0.0,0.0,0.0,1.2862,0.5856,0.0857,0.1729,1.7499
Marc Jurado Gomez,,,,,,,,,,,,,
Marcel Sabitzer,,,,,,,,,,,,,
Marcos Senesi,,,0.0,0.0,0.0,0.0,0.0,0.0,0.8243,1.7392,1.4943,2.2086,1.3049
Marcus Bettinelli,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Lemina,,,,,,,,,,,,,0.5481
Mark Gillespie,,,,,,,,,,,,,
Martial Godo,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matej KovÃ¡r,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateo Joseph FernÃ¡ndez,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Mateus Cardoso Lemos Martins,,,,,,,,,,,,,
Matheus Luiz Nunes,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0376,0.7174,1.9874,1.6123,1.0216
Matheus Santos Carneiro Da Cunha,,,,,,,,,,,,1.4782,0.4395
Mathias Jorgensen,,,0.0,0.0,0.0,0.0,0.0,0.0,1.6078,1.0686,1.2417,2.0257,0.0202
Matthew Cox,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Craig,,,,,,,,,,,,,
Matthew Dibley-Dias,,,,,,,,,,,,,
Matthew Smith,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MatÃ­as ViÃ±a,,,,,,,,,,,,,
Mauro Bandeira,,,,,,,,,,,,,
Max Kinsey-Wellings,,,,,,,,,,,,,
Maximilian WÃ¶ber,,,,,,,,,,,,,0.5914
Maxwel Cornet,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Dacosta Gonzalez,,,,,,,,,,,,,0.0
Michael Olakigbe,,,,,,,,,,,,,
Mikkel Damsgaard,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0202
Mislav Orsic,,,,,,,,,,,,,0.0
Mykhailo Mudryk,,,,,,,,,,,,,
MÃ¡ximo Perrone,,,,,,,,,,,,,
Naouirou Ahamada,,,,,,,,,,,,,
Nathan AkÃ©,13.0,DEF,0.0,0.0,,0.0,0.0,0.0,0.0,0.5856,0.0857,0.4098,1.7499
Nathan Bishop,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Butler-Oyedeji,,,,,,,,,,,,0.0,0.0
Nathan Fraser,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Nico O'Reilly,,,,,,,,,,,,,
Noni Madueke,,,,,,,,,,,,,
Norberto Murara Neto,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4691
Odeluga Offiah,,,,,,,,,,,,,
Oliwier Zych,,,,,,,,,,,,,
Omari Hutchinson,,,,,,,0.0,0.0,0.0,0.0,0.0,0.6308,0.0
Owen Bevan,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owen Goodman,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Sarabia,,,,,,,,,,,,,
Paul Onuachu,,,,,,,,,,,,,
Pedro Porro,,,,,,,,,,,,,
Pervis EstupiÃ±Ã¡n,,,0.0,0.0,0.0,0.0,0.0,0.0,1.4505,1.914,2.8794,1.3115,1.0272
Phil Foden,13.0,MID,0.0,0.0,,0.0,0.0,0.0,1.2862,0.3973,0.0,0.2918,0.6566
Pierre-Emerick Aubameyang,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1539,0.0,1.4509,0.1104
Reece Welch,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remo Freuler,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2153,2.4712,0.9406,0.3937,1.0175
Renan Augusto Lodi dos Santos,,,0.0,0.0,0.0,0.0,0.0,0.0,0.9694,1.3719,0.9406,0.2664,1.0175
Reuell Walters,,,,,,,,,,,,,
Rhys Bennett,,,,,,,,,,0.0,0.0,0.0,0.0
Rico Lewis,13.0,DEF,0.0,0.0,,0.0,0.0,0.0,0.0,0.1884,0.0857,0.1729,0.0
Riyad Mahrez,13.0,MID,0.0,0.0,,0.0,0.0,0.0,0.0,0.5219,0.0857,0.118,1.7499
Rodrigo Hernandez,13.0,MID,0.0,0.0,,0.0,0.0,0.0,1.2862,0.5856,0.0857,0.3704,1.7499
Romaine Mundle,,,,,,,,,,,,,
Ryan Finnigan,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Trevitt,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RÃºben Gato Alves Dias,13.0,DEF,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sammy Braybrooke,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samuel Amo-Ameyaw,,,,,,,,,,,,,
Samuel Edozie,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3163,0.6408,0.5059,0.0917,0.7276
Sasa Kalajdzic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sasa Lukic,,,,,,,,,,,,,
Scott Carson,13.0,GK,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean McAllister,,,,,,,,,,,,,
Sebastian Revan,,,,,,,,,,,,,
Serge Aurier,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2153,1.8805,0.9406,0.3937,1.0175
Sergio GÃ³mez,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shea Charles,,,,,,,,,,,,,
Shola Shoretire,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Sil Swinkels,,,,,,,,,,,,,
Sonny Perkins,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Stefan Ortega Moreno,13.0,GK,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Parkes,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tayo Adaramola,,,,,,,,,,,,,
Terry Ablade,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thilo Kehrer,,,0.0,0.0,0.0,0.0,0.0,0.0,1.776,2.1036,0.0,1.4783,0.0
Thomas Cannon,,,,,,,,,0.2088,0.2318,0.0,0.0,0.0
Tom McGill,,,,,,,,,,,,,
Tommi O'Reilly,,,,,,,,,,,,,
Travis Patterson,,,,,,,,,,,,,
Tristan Crama,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Kristiansen,,,,,,,,,,,,,
Viljami Sinisalo,,,,,,,,,,,,,
Wanya MarÃ§al-Madivadua,,,,,,,,,,,,,
Weston McKennie,,,,,,,,,,,,,
Wilfried Gnonto,,,0.0,0.0,0.0,0.0,0.0,0.0,0.8637,4.1993,1.9319,1.3931,1.2765
Willian Borges da Silva,,,0.0,0.0,0.0,0.0,0.0,0.0,2.5776,0.2617,0.7941,1.5316,1.1804
Wout Faes,,,0.0,0.0,0.0,0.0,0.0,0.0,1.4004,1.902,2.1245,1.7318,2.1392
Wout Weghorst,,,,,,,,,,,,,0.0
Yago de Santiago Alonso,,,,,,,,,,,,,
Yasin Ayari,,,,,,,,,,,,,
Yegor Yarmolyuk,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zack Steffen,13.0,GK,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Robertson,,,,,,,,,,,,,
Alex Smithies,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Isak,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925,0.0994
Alexandre Moreno Lopera,,,,,,,,,,,,2.3318,0.4097
Alfie Gilchrist,,,,,,,,,,,,,
Amadou Onana,,,0.0,0.0,0.0,0.0,0.0,2.2967,0.7136,2.0391,0.0,1.2443,2.3338
Amario Cozier-Duberry,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Andrew Moran,,,,,,0.0,0.0,0.0,0.0,0.0,0.8229,0.0,0.0
Andrey Nascimento dos Santos,,,,,,,,,,,,,0.0
AndrÃ© Ayew,,,,,,,,,,,,,
Andy Lonergan,,,,,,,,,,,,,
Antoine Semenyo,,,,,,,,,,,,,
Antony Matheus dos Santos,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1971,0.5379,0.0,0.5196,1.6318
Arnaut Danjuma,,,,,,,,,,,,,
Arthur Henrique Ramos de Oliveira Melo,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aymeric Laporte,13.0,DEF,0.0,,0.0,0.0,0.0,1.2862,0.0,0.0,0.0,0.0,0.829
Bashir Humphreys,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Ben Doak,,,,,,,,0.0,0.1379,0.0,0.0,0.815,0.0
Ben Greenwood,,,,,,,,,,,,,
Ben Knight,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BenoÃ®t Badiashile,,,,,,,,,,,0.0,0.576,1.4029
Bernardo Veiga de Carvalho e Silva,13.0,MID,0.0,,0.0,0.0,0.0,1.2862,0.0,0.0857,0.2918,1.7499,0.4027
Bobby Clark,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boubacar TraorÃ©,,,0.0,0.0,0.0,0.0,0.0,1.8082,0.0,0.0,0.0,0.0,0.0
Cameron Peupion,,,,,,,,,,,,,
Cameron Plain,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Alcaraz,,,,,,,,,,,,0.6793,0.0
Carlos Henrique Casimiro,,,0.0,0.0,0.0,0.0,0.0,1.3139,0.7173,0.6749,0.4937,0.6487,0.0
Carlos VinÃ­cius Alves Morais,,,0.0,0.0,0.0,0.0,0.0,2.5776,0.136,0.0,0.0,0.0,0.0
Charlie Robinson,,,,,,,,,,,,,
Cheikhou KouyatÃ©,,,0.0,0.0,0.0,0.0,0.0,0.9694,0.0,0.0,0.0,0.0,0.0
Christian Saydee,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio Gomes,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Gakpo,,,,,,,,,,,0.0,2.238,1.5902
Cole Palmer,13.0,MID,0.0,,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0,0.4027
Dale Taylor,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Dango Ouattara,,,,,,,,,,,,,1.7711
Daniel Adu-Adjei,,,,,,,,,,,,0.0,0.0
Daniel Bentley,,,,,,,,,,,,,
Danilo dos Santos de Oliveira,,,,,,,,,,,,,0.4476
David Datro Fofana,,,,,,,,,,,0.0,0.0,0.0
David Ozoh,,,,,,,,,,0.0,0.0,0.0,0.0
Denis Zakaria,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3742,0.7027,2.0817,0.0,0.0
Dexter Lembikisa,,,,,,,,0.3323,0.0,0.0,0.0,0.0,0.0
Diego Da Silva Costa,,,0.0,0.0,0.0,0.0,0.0,0.0,1.7338,1.1337,0.1341,0.0,0.0
Diogo Pinheiro Monteiro,,,,,,,,,,,,,
Divin Mubama,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Dominic Ballard,,,,,,,,,,,,,
Dominic Sadi,,,,,,,,,,,,0.0,0.0
Duje Caleta-Car,,,0.0,0.0,0.0,0.0,0.0,1.6693,0.0,0.0,0.1701,1.4069,1.4183
Ed Turns,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ederson Santana de Moraes,13.0,GK,0.0,,0.0,0.0,0.0,1.2862,0.5856,0.0857,0.4098,1.7499,0.829
Eldin Jakupovic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ellis Simms,,,,,,,,,,,0.0537,0.0,0.0
Emmanuel Dennis,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0993,0.0,0.0,0.0,0.0
Enzo FernÃ¡ndez,,,,,,,,,,,,,
Erling Haaland,13.0,FWD,0.0,,0.0,0.0,0.0,1.2862,0.5856,0.0857,0.4098,1.7499,0.1456
Ethan Nwaneri,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethan Wady,,,,,,,,,,,,,
Euan Pollock,,,,,,,,,,,,,0.0
Evan Ferguson,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3747,0.4886,0.8949,0.0784
Facundo Buonanotte,,,,,,,,,,,0.0,0.0,0.0
Felipe Augusto de Almeida Monteiro,,,,,,,,,,,,,
Filip Marschall,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Garang Kuol,,,,,,,,,,,0.0,0.0,0.0
George Abbott,,,,,,,,,,,,,
George Shelvey,,,,,,,,,,,,,
George Wickens,,,,,,,,,,,,,
Georginio Rutter,,,,,,,,,,,,,0.0
GonÃ§alo Manuel Ganchinho Guedes,,,0.0,0.0,0.0,0.0,0.0,1.8082,0.6847,0.0,0.0,0.0,0.0
Gustavo Henrique Furtado Scarpa,,,,,,,,,,,0.1273,1.0175,0.3944
Hamed TraorÃ¨,,,,,,,,,,,,,
Harry Souttar,,,,,,,,,,,,,
Harvey Davies,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Griffiths,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harvey Vale,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idrissa Gueye,,,0.0,0.0,0.0,0.0,0.0,2.5055,0.4818,0.9406,1.8689,1.2443,2.3338
Ilkay GÃ¼ndogan,13.0,MID,0.0,,0.0,0.0,0.0,1.2862,0.5856,0.0,0.4098,0.0,0.829
Illia Zabarnyi,,,,,,,,,,,,,
Imari Samuels,,,,,,,,,,,,,
Isaac Price,,,,,,,,,,0.0,0.3289,0.0,0.0
IshÃ© Samuels-Smith,,,,,,,,,,,,,
Jack Grealish,13.0,MID,0.0,,0.0,0.0,0.0,0.0,0.1884,0.0857,0.118,1.0933,0.829
Jack Hinshelwood,,,,,,,,,,0.0,0.0,0.0,0.0
Jack Wells-Morrison,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Kiwior,,,,,,,,,,,,,
James Bree,,,,,,,,,,,,,
James Furlong,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James McAtee,13.0,MID,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Wright,,,,,,,,,,,,,
Jeremiah Chilokoa-Mullen,,,,,,,,,,,,,
Jhon DurÃ¡n,,,,,,,,,,,,,
Jimmy Morgan,,,,,,,,,0.0,0.0,0.0,0.0,0.0
Joe Wormleighton,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel Robles,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Stones,13.0,DEF,0.0,,0.0,0.0,0.0,1.2862,0.5856,0.0857,0.4098,0.0,0.829
